trip_id,updated_at,departure_date,departure_schedule,destination_schedule,price_per_seat,number_of_seats,available_seats,trip_distance,auto_confirmation,departure_name,destination_name,departure_latitude,departure_longitude,destination_latitude,destination_longitude,region,trip_polyline,driver_reference,all_passengers,passenger_reservations
test_trip_1738143490809,2025-01-31 21:37:48.399617,2025-01-29 00:00:00+00:00,2025-01-29 10:38:01+00:00,2025-01-29 11:00:20+00:00,1016,1,1,10.234,True,"Place de l'Independance, Rue de Essarts, Dakar, Sénégal","PG8J+MWG Dakar, Sénégal
142-123, Rue SC 93, Mermoz-Sacré-Cœur, Région de Dakar",14.6697094,-17.4320111,14.716677047613963,-17.46768604964018,,ydpxA|rkiB_CH[FGFET@fAZTRJdDCBtDN~ELfHRtGYLMJn@lATfJn@`EdA~ErAlFBl@Mn@uDdDmFbFkJvJm@z@_@r@qEdLiEjNSb@_@d@y@n@{ApAmA`Ay@t@Yf@Qj@EX?rFGx@]bB]z@g@x@eElF_ErEu@z@k@bAY`AOhA?n@HdAT~@Vl@`@j@pFlFXh@f@fB?PDHHZD`@GdKEn@Mp@]z@[j@o@n@u@f@mAb@oGjBaARaAFiA@mBQsG{@gA?}@JiGvAs@DO@IJ]NoD|@_Ab@{@p@u@fAUf@[zAm@~C[hAYj@aAjAsBlBaAn@oA`@eIvAmAHAC?a@KOY[iCyJiDoMaAyD[m@{BoBaH}FcAu@MKgBvBoA~A_A`Ai@`@u@\iIpCqEnAsBb@cFx@eHbAyG`AaI~AkMfB_IjAg@?kDPcCNaCFuCAiAGq@Mw@][[CUOO[OU_@wDuIwAiDp@Y|@_@_@aA,users/2klQ8xW0LGXt5CVXVrq1oSTsnlg1,,[]
test_trip_1738146313176,2025-01-31 21:37:48.400090,2025-01-29 00:00:00+00:00,2025-01-29 11:25:02+00:00,2025-01-29 11:51:56+00:00,856,2,2,11.913,True,"Monument de la Renaissance Africaine, Dakar, Sénégal","Place de l'Independance, Rue de Essarts, Dakar, Sénégal",14.7222092,-17.494954,14.6697094,-17.4320111,,skzxA~_xiB`@NRRJTDb@ENSZ]FQAcBc@i@A_@H{@h@SFq@kEFOKsBFSCUCC`@}AXu@d@u@d@k@dCqBzM}Jv@y@\c@z@aBdAiCh@{AXk@J@FKCKAAZw@`@yAJg@JQj@kBfAkCpGcMjAsBb@k@f@c@t@k@h@WzCmAtBc@h@EhC@|Jd@jA@NLTBPGJSb@K`B]\KtAo@v@i@~IuIbEsC~@m@vB_Bx@_At@oA^y@`@qANaAf@qETg@NKDKdA?`JtBb@J~@}Ct@eC@]X_Aj@sAb@m@v@w@~@m@x@_@zAa@lCe@`AIjA?`AFjAPr@Vl@V|M`If@Vr@TnA\tAP\?LDJGx@IdJcBfA_@r@a@hAcArAsA^g@Xa@\}@Pq@v@mEZ_AZg@^e@r@m@t@]jD{@r@EPAHKx@[`GwA`AGlABvHbApAF`AC`AK~A_@fF_B`A]l@]r@o@^e@f@mARiADgABwKAIFMCQIEGYo@qAg@q@cF_F_@i@]y@Qw@Gu@D_ALaAZaAXg@|CsD~D{EvBoCf@_AZgATwADkAAwD@YNw@NYRWzAsAhEmDLQd@mAlDgLrBmFvBmF\m@p@{@vHeI|CyCbCqBVSHSnAy@dB{@FIAQKQi@{@_BoG{@gEm@wDYsKAI]yMKeGIoBCuDrCI\[Fa@As@MS[M{DF,users/2klQ8xW0LGXt5CVXVrq1oSTsnlg1,,[]
test_trip_1738146430960,2025-01-31 21:37:48.400630,2025-01-29 00:00:00+00:00,2025-01-29 11:27:02+00:00,2025-01-29 11:51:44+00:00,1132,1,1,12.454,True,"Monument de la Renaissance Africaine, Dakar, Sénégal","Place de l'Independance, Rue de Essarts, Dakar, Sénégal",14.7222092,-17.494954,14.6697094,-17.4320111,,skzxA~_xiB`@NRRJTDb@ENSZ]FQAcBc@i@A_@H{@h@SFdC~PzA{@|IiGt@_@x@W|@I~@@nC^fC\t@?p@Mj@W\Y`@k@dC}FJq@Dw@Ce@QgAiBwGQa@c@w@]a@]{@EY?OEIZsDNoAj@oBLEDM?En@y@n@g@v@e@`A[hAQjF[hAK`AUdAc@`As@x@u@`@Qx@O`ACfA?l@CtA[n@Wn@c@pB_B\SNAFK?ETS~AgAfAeAl@y@vB{CbCqCbCyBhCwBl@m@LG@MAETg@Ng@h@_CZw@b@o@`CmCv@kAzGaJ^y@tAkEp@oBrAmEhBgGX_Aj@sAb@m@v@w@~@m@x@_@zAa@lCe@`AIjA?`AFjAPr@Vl@V|M`If@Vr@TnA\tAP\?LDJGx@IdJcBfA_@r@a@hAcArAsA^g@Xa@\}@Pq@v@mEZ_AZg@^e@r@m@t@]jD{@r@EPAHKx@[`GwA`AGlABvHbApAF`AC`AK~A_@fF_B`A]l@]r@o@^e@f@mARiADgABwKAIFMCQIEGYo@qAg@q@cF_F_@i@]y@Qw@Gu@D_ALaAZaAXg@|CsD~D{EvBoCf@_AZgATwADkAAwD@YNw@NYRWzAsAhEmDLQd@mAlDgLrBmFvBmF\m@p@{@vHeI|CyCbCqBVSHSnAy@dB{@FIAQKQi@{@_BoG{@gEm@wDYsKAI]yMKeGIoBCuDrCI\[Fa@As@MS[M{DF,users/2klQ8xW0LGXt5CVXVrq1oSTsnlg1,,[]
test_trip_1738148695660,2025-01-31 21:37:48.401149,2025-01-29 00:00:00+00:00,2025-01-29 12:04:51+00:00,2025-01-29 12:31:45+00:00,1167,1,1,11.913,True,"Monument de la Renaissance Africaine, Dakar, Sénégal","Place de l'Independance, Rue de Essarts, Dakar, Sénégal",14.7222092,-17.494954,14.6697094,-17.4320111,,skzxA~_xiB`@NRRJTDb@ENSZ]FQAcBc@i@A_@H{@h@SFq@kEFOKsBFSCUCC`@}AXu@d@u@d@k@dCqBzM}Jv@y@\c@z@aBdAiCh@{AXk@J@FKCKAAZw@`@yAJg@JQj@kBfAkCpGcMjAsBb@k@f@c@t@k@h@WzCmAtBc@h@EhC@|Jd@jA@NLTBPGJSb@K`B]\KtAo@v@i@~IuIbEsC~@m@vB_Bx@_At@oA^y@`@qANaAf@qETg@NKDKdA?`JtBb@J~@}Ct@eC@]X_Aj@sAb@m@v@w@~@m@x@_@zAa@lCe@`AIjA?`AFjAPr@Vl@V|M`If@Vr@TnA\tAP\?LDJGx@IdJcBfA_@r@a@hAcArAsA^g@Xa@\}@Pq@v@mEZ_AZg@^e@r@m@t@]jD{@r@EPAHKx@[`GwA`AGlABvHbApAF`AC`AK~A_@fF_B`A]l@]r@o@^e@f@mARiADgABwKAIFMCQIEGYo@qAg@q@cF_F_@i@]y@Qw@Gu@D_ALaAZaAXg@|CsD~D{EvBoCf@_AZgATwADkAAwD@YNw@NYRWzAsAhEmDLQd@mAlDgLrBmFvBmF\m@p@{@vHeI|CyCbCqBVSHSnAy@dB{@FIAQKQi@{@_BoG{@gEm@wDYsKAI]yMKeGIoBCuDrCI\[Fa@As@MS[M{DF,users/2klQ8xW0LGXt5CVXVrq1oSTsnlg1,,[]
test_trip_1738149188509,2025-01-31 21:37:48.401589,2025-01-29 00:00:00+00:00,2025-01-29 12:12:59+00:00,2025-01-29 12:37:10+00:00,1110,1,1,12.473,True,"Place de l'Independance, Rue de Essarts, Dakar, Sénégal","Monument de la Renaissance Africaine, Dakar, Sénégal",14.6697094,-17.4320111,14.7222092,-17.494954,,ydpxA|rkiB_CH[FGFET@fAZTRJdDCBtDN~ELfHRtGYLMJn@lATfJn@`EdA~ErAlFBl@Mn@uDdDmFbFkJvJm@z@_@r@qEdLiEjNSb@_@d@y@n@{ApAmA`Ay@t@Yf@Qj@EX?rFGx@]bB]z@g@x@eElF_ErEu@z@k@bAY`AOhA?n@HdAT~@Vl@`@j@pFlFXh@f@fB?PDHHZD`@GdKEn@Mp@]z@[j@o@n@u@f@mAb@oGjBaARaAFiA@mBQsG{@gA?}@JiGvAs@DO@IJ]NoD|@_Ab@{@p@u@fAUf@[zAm@~C[hAYj@aAjAsBlBaAn@oA`@eIvAmAHMGKBcA?{ASe@MsBaAoMuHgAc@oAUoAKeA@k@DuCd@{A^eAb@qAx@o@n@i@v@Wh@uA`E}ArFyAxEi@zAgAfDc@t@aIpK}CrDQ\Un@k@`CSj@QXMHALa@j@iFpEsArAkBzB_CfDaAdAmA~@cAj@MBEJSTwBbB_Al@iA\{@LeA@iAAs@Hg@Pc@VyAnAcAf@mAZw@JiG^gAPaAZs@^g@`@q@n@UNQBGL@NBBm@dCe@pEG^KL@NJHh@z@PLj@t@^p@j@lBnAxEFj@@`AEh@Ib@iCfG]`@k@`@q@Tw@Hw@EkFw@w@Cy@B[Dy@Vw@`@aJlGuAt@eC_Q^On@a@f@Ij@B~Ab@LH\?XKRU?EDMEIMCGDEc@KUSSa@O,users/2klQ8xW0LGXt5CVXVrq1oSTsnlg1,,[]
test_trip_1738149225137,2025-01-31 21:37:48.402031,2025-01-29 00:00:00+00:00,2025-01-29 12:13:40+00:00,2025-01-29 12:28:15+00:00,779,1,1,6.705,True,"Place du Souvenir Africain, Dakar, Sénégal","Monument de la Renaissance Africaine, Dakar, Sénégal",14.6922026,-17.4746981,14.7222092,-17.494954,,_ttxA~_tiBEeCLCtAP\?LDLI@OKIM@s@@sAMaAUsBaAoMuHgAc@oAUoAKeA@k@DuCd@{A^eAb@qAx@o@n@i@v@Wh@uA`ESRsAlEaJuBcAWKQQGU@OLETFTFFA`@g@zEO~@m@fBg@bAk@x@c@f@yDjCqAt@yAnAaKnJu@f@kAh@cAXu@Lk@?OOSASHIN?THRRFTCLMBIb@Kz@OOzOKzKFh@CJkCvB_Al@iA\{@LeA@iAAs@Hg@Pc@VyAnAcAf@mAZw@JiG^gAPaAZs@^g@`@q@n@UNQBGL@NBBm@dCe@pEG^KL@NJHh@z@PLj@t@^p@j@lBnAxEFj@@`AEh@Ib@iCfG]`@k@`@q@Tw@Hw@EkFw@w@Cy@B[Dy@Vw@`@aJlGuAt@eC_Q^On@a@f@Ij@B~Ab@LH\?XKRU?EDMEIMCGDEc@KUSSa@O,users/2klQ8xW0LGXt5CVXVrq1oSTsnlg1,,[]
test_trip_1738149935416,2025-01-31 21:37:48.402488,2025-01-29 00:00:00+00:00,2025-01-29 12:25:30+00:00,2025-01-29 15:03:40+00:00,8560,1,1,189.378,True,"V482+J6C Touba, Sénégal
Route Sans Nom, Touba, Mbacké, Région de Diourbel","Monument de la Renaissance Africaine, Dakar, Sénégal",14.866557107611069,-15.899495668709278,14.7222092,-17.494954,,qrvyAbl``BdAWzAdHdEaApEmAnImBvBi@tRmEvEiAfB_@hBi@nLzh@zAhHdHtZhHzYvD~OtCjLdJr_@hCzKxHl[tIn]`H~Xb@~AvElRh@nB@ZG\[`@KZ?d@FZJRVR`@Jf@@XEf@P`R`Jln@fZJHhHdDfj@zWvRbJtCpA|B~@jHhCl\rK~K|D`KxD`@d@|BzAfAhAj@|@p@|A`@pAVnALdAH`AKrZAbKBfDXlM`@bHvCb_@rErj@f@lI^jIH~Cv@rq@HnJL`GVbHVlG\tGf@lGrArNZtCdBfMxB|MbB|I~A`H`CtJpHfXbFdQpAxFbAtEpAxGpAxIjAzJ`@`El@~Hj@lJV~F`AbPv@hJz@pHt@pFpCxOtC|LdKr`@dCxLfB~Kf@zEb@`Fr@`KR|GJvKMfQqAroAKvEU|F[fGw@~J}@dJsAdKoD|ToA~Js@pIc@hIWxGItGAvIFhGTpGXjGZnEt@hIx@rGtA|IlMhp@pCfN~ErWnDnQnA`Hx@|E|@|GvApMt@rH^~ExExh@l@~FbAbIbApGfAnH|A~H`BxHtC|N|ClOpAxGnD|P`Ij`@|EhVnAnHxBzNrBhSn@jHl@lJT|E\rKRlLF|IEpIGhHIrFkAv\gApZg@pPOjIAbLDxGFlG`@~VPtN@nFGrKIrFa@bNi@tJy@jL}@bK{ClWeArI]bDm@`E_Hbl@iB`Qc@bFq@hM_@fKe@pQWxK}Ato@UtIc@dI_AfMYxCcTdrBm@dHe@lIO|EMzEE`H?nDBvDJnERbEHfEpA|Qp@fGpAfJzAjIrBrJhCbKdCtHlFvN|AfEtAlDrCxHjAhD|CtJhExOpAbFvEfShBdHtEtOxAlE`FvMbKrV`CtF|EnL|ErNnDtL~AhGzCnNhAvFnAdIz@vFbB`O`AvMp@jKvBle@t@pRz@pONrFRtJFjJChQM|VO`U@zTNzITbHv@dQnH~wAlA`W^|JPpLHxIKtVSjKs@~Pq@dLyCbc@y@vMmBzWmB~YwBxXwAxMeCdPoBrKkDvPkSxbAa@bCuBdOW`Ci@pGi@lIUnHOrN?nGDhDPzH|@bVDvCDjSA~CKbB[pPu@lZWbOCbCAxKPzLLfD|@fOzAvTRrC\vGt@zJ`@vGZtJJlJGfKS|HYhFe@xGWvCo@nFo@pE_AzF{A|HeD`M{AxEqApD}D`KsAzCyDrHoDdGoArBiHxJsHbJyTfWiE~EuHvIuEnFeDrDkGjHeIfJyGlIeEtF{HnLcCbEs@pA{ChFuAnCaAxB}EfKeu@rcBoDxIgC|G{CfJoBpG{AlFuBtIkBlJmA`HqA`Ia@vCwAvMs@xHg@vIg@bLMtDOnM@vMNlKf@hOh@`J\pE`Db_@xIfeAfAfORhCf@vHZjJFdFBtHEjDWlKi@xJc@zEo@|Fw@~GmA|LyAlMi@xFe@vHQfDQ`HGfJAtBFlH`@tJh@rHV|CjAbKf@vDlGp]|S`jArAnHrBtM~@fH|@rJRpBZtDTfFZlLF`KUd[QlQGxN@fGNbJZdI`AbRf@nKxFrhAVhHPxFFvF@xNOdIQbFs@jMmCfh@s@hOUhIIjLP|Sd@rb@p@|o@BdFChEMtHwFlvAq@zO?dIDxDPnFJfBd@pFf@`FjAdHpAdGj@zBhBbGxBjGbCrF~BnEv@vAjBxCfD|E`EfFnFfFhD|C`EzCpDbCvCbBtEfCnAp@zF~BnQfGh[jK`i@tQfFjBpGpBnNzEhIpCpHhCdEhBvAp@`DhBdDzB|@p@jA`A`E|DnBtBtBhCfA|AlD|FrCjGfC|Hh@nB`AbEZhBh@lE`@dEV`HJ~HV`OP`Oh@d]ZpHJtBh@bGr@bGj@lDh@~Cx@tDnA~EtBfHhCnHnG~Qj@bBtBhHZrAp@|Dj@`EXvCL~ARhFBpGGvDMnCSpCqCdYc@nK?bGHtFVxEhAjK^|Bb@dCzAvG`B`FvBzFn@vAdBbDbF`InNtSnDhFzEjHpLrPvJzNxF|JrCxGvAlDvBrGdArDl@dClB~Il@`ElAdKrDd^fArKbAfKtBvPnAnG~@lEtBrHhCpHxB~EhDhHlNdYrFxLzD`KbAtCjDvKtAbFfC~J~BrKhAnGx@tEbD`RzTpoAxDfU~Gn_@`Jbh@bCpO|BzSvB`RvB|TrBvVLvFBhF]bIg@xEc@zBq@dC{ApEgBvDgBvEy@hCyAjGo@nDw@zGO`CO~DGlGHjEJvB`A`K`@lDl@fHZpDZ`Gj@~KNnJDtF@bECzHUbMMtEs@zM{@|Jc@xEgAjJaBfLaCvMgB~HqAfFqEpPyAtFuA`F_B|EmG`WaFhRy@`DmCtJUj@wEhQwArG}EfYgAdFcDbOiAlEs@xCe@xAwBzFwEzKy@dCmAlEaBfIe@`Dc@vFw@~GQjC]dDSnCu@jFw@pHk@`IiArQOrBUfDc@bG_@hFYhDo@bKgAhP_@`Ds@pEi@dCk@bCi@dBeBrEo@zAgBlD}AlCmAbBaCxCiCpCaEpDmE|DoArAiB|BqAvB}A~C_A~BkA|D{@xEa@lDKhBGnCD~PHt\GfDMxBMrA]|By@xDgAhD_@~@uAjCaBfCgD`Fw@pAmAlCgAxCy@zCk@tCUfBWdDIlCAxALlEVpDZrB`@pBr@fC`@tAhEbLx@rBx@|BzAxDfFbN|BrGhApDtBlIv@nDtArHp@rE`@~Cj@xGhE|n@l@xJXlDn@nKh@jHTrDJnAVrET`DXrFPpHBbEC|DQjGMfDY|DWnCw@|GwEjZC`@wCfR{CrRcAzG_CtNsCxPaC|M}B|LsBpLi@jCo@~DcAjFk@nC_@jBk@vBaAfDmApDgCrHkB~Ee@dByClIg@zAyBdGuAvEiArE_AtEmA`IqAtJ}AfJmD|P}@|CeJdXaAlCwCbJkBhFgDvJsB~F}BzG}ArFiAzEcAjFa@tCc@xD_@nEgEpl@[dDi@jIi@lHSzBQtC}@fJy@`HoAzIaCvLuApGsHn\}@fFaBnKWzBg@~F[vD[|FWlHKhKAnFFdFF~C@bAP`F`@`Hz@lJr@zFdA~GfIrc@z@tEbFrZvEpXpAlGrAlFpAtEjFfObDhI|AtD~CrIp@nBzBpHxA~F~@jEzAzIjEtX~AdKr@pDbAlEpCzJnAfEdAzCbAzBtAjCv@lBz@tC\bB~@tHVtCFxCCfCOvBWvBk@tCg@~AoG|Q_@~@eDrJi@zBYvBQdCAdALvGL|E@vBEdEExC?~EHhC^|FnBhUnCnVxAnKzAlKpEt\l@nDp@bCr@dBd@~@lAhBn@r@~@|@~BdBLLfBr@nA`@xAZ~Cd@hBJtB@zk@|AnHT\HvAJlBRpAZTHNNFXET@Lm@vAYx@I`@ObA_BrUsDpf@mBhXSpAGVUFOPGZFVLPXHVCJGl@R~AnArV`TjDfDbBbBxBnB^d@z@d@lOhM`Aj@`Ad@NHBRLLPBt@~AtI`Sl@pAb@nA?NCLARFTPJJ@VZ^p@Fd@@FARHRf@ZT^jGxNhDfIpAvC`BfEvBbF~CpGL^LbAGTBVNLTBPGJSb@Kz@OOzOKzKFh@CJkCvB_Al@iA\{@LeA@iAAs@Hg@Pc@VyAnAcAf@mAZw@JiG^gAPaAZs@^g@`@q@n@UNQBGL@NBBm@dCe@pEG^KL@NJHh@z@PLj@t@^p@j@lBnAxEFj@@`AEh@Ib@iCfG]`@k@`@q@Tw@Hw@EkFw@w@Cy@B[Dy@Vw@`@aJlGuAt@eC_Q^On@a@f@Ij@B~Ab@LH\?XKRU?EDMEIMCGDEc@KUSSa@O,users/2klQ8xW0LGXt5CVXVrq1oSTsnlg1,,[]
test_trip_1738150597503,2025-01-31 21:37:48.402978,2025-01-29 00:00:00+00:00,2025-01-29 12:36:32+00:00,2025-01-29 12:48:21+00:00,697,1,1,6.16,True,"Place du Souvenir Africain, Dakar, Sénégal","Monument de la Renaissance Africaine, Dakar, Sénégal",14.6922026,-17.4746981,14.7222092,-17.494954,,_ttxA~_tiBEeCLCtAP\?LDLI@OKIM@s@@sAMaAUsBaAoMuHgAc@oAUoAKeA@k@DuCd@{A^eAb@qAx@o@n@i@v@Wh@uA`E}ArFyAxEi@zAgAfDc@t@aIpK}CrDQ\Un@k@`CSj@QXMHALa@j@iFpEsArAkBzB_CfDaAdAmA~@cAj@MBEJSTwBbB_Al@iA\{@LeA@iAAs@Hg@Pc@VyAnAcAf@mAZw@JiG^gAPaAZs@^g@`@q@n@UNQBGL@NBBm@dCe@pEG^KL@NJHh@z@PLj@t@^p@j@lBnAxEFj@@`AEh@Ib@iCfG]`@k@`@q@Tw@Hw@EkFw@w@Cy@B[Dy@Vw@`@aJlGuAt@eC_Q^On@a@f@Ij@B~Ab@LH\?XKRU?EDMEIMCGDEc@KUSSa@O,users/2klQ8xW0LGXt5CVXVrq1oSTsnlg1,,[]
test_trip_1738150827117,2025-01-31 21:37:48.403474,2025-01-29 00:00:00+00:00,2025-01-29 12:40:23+00:00,2025-01-29 13:04:34+00:00,1110,1,1,12.473,True,"Place de l'Independance, Rue de Essarts, Dakar, Sénégal","Monument de la Renaissance Africaine, Dakar, Sénégal",14.6697094,-17.4320111,14.7222092,-17.494954,,ydpxA|rkiB_CH[FGFET@fAZTRJdDCBtDN~ELfHRtGYLMJn@lATfJn@`EdA~ErAlFBl@Mn@uDdDmFbFkJvJm@z@_@r@qEdLiEjNSb@_@d@y@n@{ApAmA`Ay@t@Yf@Qj@EX?rFGx@]bB]z@g@x@eElF_ErEu@z@k@bAY`AOhA?n@HdAT~@Vl@`@j@pFlFXh@f@fB?PDHHZD`@GdKEn@Mp@]z@[j@o@n@u@f@mAb@oGjBaARaAFiA@mBQsG{@gA?}@JiGvAs@DO@IJ]NoD|@_Ab@{@p@u@fAUf@[zAm@~C[hAYj@aAjAsBlBaAn@oA`@eIvAmAHMGKBcA?{ASe@MsBaAoMuHgAc@oAUoAKeA@k@DuCd@{A^eAb@qAx@o@n@i@v@Wh@uA`E}ArFyAxEi@zAgAfDc@t@aIpK}CrDQ\Un@k@`CSj@QXMHALa@j@iFpEsArAkBzB_CfDaAdAmA~@cAj@MBEJSTwBbB_Al@iA\{@LeA@iAAs@Hg@Pc@VyAnAcAf@mAZw@JiG^gAPaAZs@^g@`@q@n@UNQBGL@NBBm@dCe@pEG^KL@NJHh@z@PLj@t@^p@j@lBnAxEFj@@`AEh@Ib@iCfG]`@k@`@q@Tw@Hw@EkFw@w@Cy@B[Dy@Vw@`@aJlGuAt@eC_Q^On@a@f@Ij@B~Ab@LH\?XKRU?EDMEIMCGDEc@KUSSa@O,users/2klQ8xW0LGXt5CVXVrq1oSTsnlg1,,[]
test_trip_1738150942563,2025-01-31 21:37:48.403952,2025-01-29 00:00:00+00:00,2025-01-29 12:42:17+00:00,2025-01-29 13:06:28+00:00,1110,1,1,12.473,True,"Place de l'Independance, Rue de Essarts, Dakar, Sénégal","Monument de la Renaissance Africaine, Dakar, Sénégal",14.6697094,-17.4320111,14.7222092,-17.494954,,ydpxA|rkiB_CH[FGFET@fAZTRJdDCBtDN~ELfHRtGYLMJn@lATfJn@`EdA~ErAlFBl@Mn@uDdDmFbFkJvJm@z@_@r@qEdLiEjNSb@_@d@y@n@{ApAmA`Ay@t@Yf@Qj@EX?rFGx@]bB]z@g@x@eElF_ErEu@z@k@bAY`AOhA?n@HdAT~@Vl@`@j@pFlFXh@f@fB?PDHHZD`@GdKEn@Mp@]z@[j@o@n@u@f@mAb@oGjBaARaAFiA@mBQsG{@gA?}@JiGvAs@DO@IJ]NoD|@_Ab@{@p@u@fAUf@[zAm@~C[hAYj@aAjAsBlBaAn@oA`@eIvAmAHMGKBcA?{ASe@MsBaAoMuHgAc@oAUoAKeA@k@DuCd@{A^eAb@qAx@o@n@i@v@Wh@uA`E}ArFyAxEi@zAgAfDc@t@aIpK}CrDQ\Un@k@`CSj@QXMHALa@j@iFpEsArAkBzB_CfDaAdAmA~@cAj@MBEJSTwBbB_Al@iA\{@LeA@iAAs@Hg@Pc@VyAnAcAf@mAZw@JiG^gAPaAZs@^g@`@q@n@UNQBGL@NBBm@dCe@pEG^KL@NJHh@z@PLj@t@^p@j@lBnAxEFj@@`AEh@Ib@iCfG]`@k@`@q@Tw@Hw@EkFw@w@Cy@B[Dy@Vw@`@aJlGuAt@eC_Q^On@a@f@Ij@B~Ab@LH\?XKRU?EDMEIMCGDEc@KUSSa@O,users/2klQ8xW0LGXt5CVXVrq1oSTsnlg1,,[]
test_trip_1738151016970,2025-01-31 21:37:48.404424,2025-01-29 00:00:00+00:00,2025-01-29 12:43:31+00:00,2025-01-29 13:08:13+00:00,1132,1,1,12.454,True,"Monument de la Renaissance Africaine, Dakar, Sénégal","Place de l'Independance, Rue de Essarts, Dakar, Sénégal",14.7222092,-17.494954,14.6697094,-17.4320111,,skzxA~_xiB`@NRRJTDb@ENSZ]FQAcBc@i@A_@H{@h@SFdC~PzA{@|IiGt@_@x@W|@I~@@nC^fC\t@?p@Mj@W\Y`@k@dC}FJq@Dw@Ce@QgAiBwGQa@c@w@]a@]{@EY?OEIZsDNoAj@oBLEDM?En@y@n@g@v@e@`A[hAQjF[hAK`AUdAc@`As@x@u@`@Qx@O`ACfA?l@CtA[n@Wn@c@pB_B\SNAFK?ETS~AgAfAeAl@y@vB{CbCqCbCyBhCwBl@m@LG@MAETg@Ng@h@_CZw@b@o@`CmCv@kAzGaJ^y@tAkEp@oBrAmEhBgGX_Aj@sAb@m@v@w@~@m@x@_@zAa@lCe@`AIjA?`AFjAPr@Vl@V|M`If@Vr@TnA\tAP\?LDJGx@IdJcBfA_@r@a@hAcArAsA^g@Xa@\}@Pq@v@mEZ_AZg@^e@r@m@t@]jD{@r@EPAHKx@[`GwA`AGlABvHbApAF`AC`AK~A_@fF_B`A]l@]r@o@^e@f@mARiADgABwKAIFMCQIEGYo@qAg@q@cF_F_@i@]y@Qw@Gu@D_ALaAZaAXg@|CsD~D{EvBoCf@_AZgATwADkAAwD@YNw@NYRWzAsAhEmDLQd@mAlDgLrBmFvBmF\m@p@{@vHeI|CyCbCqBVSHSnAy@dB{@FIAQKQi@{@_BoG{@gEm@wDYsKAI]yMKeGIoBCuDrCI\[Fa@As@MS[M{DF,users/2klQ8xW0LGXt5CVXVrq1oSTsnlg1,,[]
test_trip_1738151258608,2025-01-31 21:37:48.404899,2025-01-29 00:00:00+00:00,2025-01-29 12:47:34+00:00,2025-01-29 13:12:16+00:00,1132,1,1,12.454,True,"Monument de la Renaissance Africaine, Dakar, Sénégal","Place de l'Independance, Rue de Essarts, Dakar, Sénégal",14.7222092,-17.494954,14.6697094,-17.4320111,,skzxA~_xiB`@NRRJTDb@ENSZ]FQAcBc@i@A_@H{@h@SFdC~PzA{@|IiGt@_@x@W|@I~@@nC^fC\t@?p@Mj@W\Y`@k@dC}FJq@Dw@Ce@QgAiBwGQa@c@w@]a@]{@EY?OEIZsDNoAj@oBLEDM?En@y@n@g@v@e@`A[hAQjF[hAK`AUdAc@`As@x@u@`@Qx@O`ACfA?l@CtA[n@Wn@c@pB_B\SNAFK?ETS~AgAfAeAl@y@vB{CbCqCbCyBhCwBl@m@LG@MAETg@Ng@h@_CZw@b@o@`CmCv@kAzGaJ^y@tAkEp@oBrAmEhBgGX_Aj@sAb@m@v@w@~@m@x@_@zAa@lCe@`AIjA?`AFjAPr@Vl@V|M`If@Vr@TnA\tAP\?LDJGx@IdJcBfA_@r@a@hAcArAsA^g@Xa@\}@Pq@v@mEZ_AZg@^e@r@m@t@]jD{@r@EPAHKx@[`GwA`AGlABvHbApAF`AC`AK~A_@fF_B`A]l@]r@o@^e@f@mARiADgABwKAIFMCQIEGYo@qAg@q@cF_F_@i@]y@Qw@Gu@D_ALaAZaAXg@|CsD~D{EvBoCf@_AZgATwADkAAwD@YNw@NYRWzAsAhEmDLQd@mAlDgLrBmFvBmF\m@p@{@vHeI|CyCbCqBVSHSnAy@dB{@FIAQKQi@{@_BoG{@gEm@wDYsKAI]yMKeGIoBCuDrCI\[Fa@As@MS[M{DF,users/2klQ8xW0LGXt5CVXVrq1oSTsnlg1,,[]
test_trip_1738151436751,2025-01-31 21:37:48.405454,2025-01-29 00:00:00+00:00,2025-01-29 12:50:31+00:00,2025-01-29 13:02:20+00:00,697,1,1,6.16,True,"Place du Souvenir Africain, Dakar, Sénégal","Monument de la Renaissance Africaine, Dakar, Sénégal",14.6922026,-17.4746981,14.7222092,-17.494954,,_ttxA~_tiBEeCLCtAP\?LDLI@OKIM@s@@sAMaAUsBaAoMuHgAc@oAUoAKeA@k@DuCd@{A^eAb@qAx@o@n@i@v@Wh@uA`E}ArFyAxEi@zAgAfDc@t@aIpK}CrDQ\Un@k@`CSj@QXMHALa@j@iFpEsArAkBzB_CfDaAdAmA~@cAj@MBEJSTwBbB_Al@iA\{@LeA@iAAs@Hg@Pc@VyAnAcAf@mAZw@JiG^gAPaAZs@^g@`@q@n@UNQBGL@NBBm@dCe@pEG^KL@NJHh@z@PLj@t@^p@j@lBnAxEFj@@`AEh@Ib@iCfG]`@k@`@q@Tw@Hw@EkFw@w@Cy@B[Dy@Vw@`@aJlGuAt@eC_Q^On@a@f@Ij@B~Ab@LH\?XKRU?EDMEIMCGDEc@KUSSa@O,users/2klQ8xW0LGXt5CVXVrq1oSTsnlg1,,[]
